event_id,company,title,category,annotator_a_hypothesis,annotator_a_direction,annotator_b_hypothesis,annotator_b_direction
EVT-600276-00301,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00302,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00235,兆易创新,兆易创新关于归还部分用于暂时补充流动资金的募集资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00303,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00304,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00305,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00307,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00309,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00244,兆易创新,中国国际金融股份有限公司关于兆易创新科技集团股份有限公司使用部分闲置募集资金暂时补充流动资金的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00246,兆易创新,中兴华关于兆易创新募集资金年度存放与实际使用情况的鉴证报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00247,兆易创新,中国国际金融股份有限公司关于兆易创新科技集团股份有限公司使用闲置募集资金进行现金管理的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00254,兆易创新,兆易创新关于使用闲置募集资金进行现金管理的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00255,兆易创新,兆易创新2024年度募集资金存放与实际使用情况专项报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00265,兆易创新,中国国际金融股份有限公司关于兆易创新科技集团股份有限公司2024年度募集资金存放与实际使用情况的专项核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00267,兆易创新,兆易创新关于使用部分闲置募集资金暂时补充流动资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002371-00198,北方华创,中信建投证券股份有限公司关于北方华创科技集团股份有限公司2024年度募集资金存放与使用情况的专项核查报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002371-00203,北方华创,年度募集资金使用情况专项说明,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002371-00208,北方华创,年度募集资金使用鉴证报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00312,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00313,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00317,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-00175-00181,吉利汽车,关连交易收购目标公司股权,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00320,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00321,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00322,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00303,兆易创新,兆易创新募集资金使用管理制度,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00323,兆易创新,兆易创新募集资金使用管理制度（草案）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00329,恒瑞医药,恒瑞医药关于获得药品注册证书的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00331,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00332,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00333,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00334,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-00175-00193,吉利汽车,关连交易收购星驱科技之股权,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00335,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00336,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00337,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00339,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-000538-00136,云南白药,2025-20 关于JZ-14胶囊获得药物临床试验批准的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00342,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00344,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00345,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00346,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00348,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00349,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00350,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00351,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00352,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00353,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00354,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00355,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00356,恒瑞医药,恒瑞医药拟收购成都盛迪医药有限公司部分股权的资产评估报告,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00358,恒瑞医药,恒瑞医药关于收购控股子公司少数股东股权暨关联交易的公告,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00362,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00363,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00365,恒瑞医药,恒瑞医药关于获得美国FDA孤儿药资格认定的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00367,恒瑞医药,恒瑞医药关于药品纳入拟突破性治疗品种公示名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00368,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00369,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00370,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-000538-00139,云南白药,天兴评报字〔2025〕第1013号 云南白药集团中药资源有限公司拟收购股权涉及的安国市聚药堂药业有限公司股东全部权益价值项目资产评估报告,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-000538-00140,云南白药,关于对安国市聚药堂药业有限公司进行全资收购的公告,投资与产能,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00371,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00372,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00357,兆易创新,兆易创新关于使用自有资金、外汇等方式支付募投项目部分款项并以募集资金等额置换的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00365,兆易创新,兆易创新2025年半年度募集资金存放与实际使用情况专项报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00368,兆易创新,中国国际金融股份有限公司关于兆易创新使用自有资金、外汇等方式支付募投项目部分款项并以募集资金等额置换的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00389,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00390,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-002371-00254,北方华创,2025年半年度募集资金存放与实际使用情况的专项报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00394,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00395,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00397,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00398,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603259-00392,药明康德,关于与关联方签署框架协议暨日常关联交易的公告,订单与合同,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00401,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00403,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00181,中芯国际,中芯国际关于披露发行股份购买资产暨关联交易预案暨公司股票复牌的提示性公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00182,中芯国际,独立董事关于发行股份购买资产暨关联交易相关事项的独立意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00186,中芯国际,中芯国际发行股份购买资产暨关联交易预案（摘要）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00187,中芯国际,中芯国际发行股份购买资产暨关联交易预案,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00188,中芯国际,中芯国际关于发行股份购买资产暨关联交易停牌前一个交易日前十大股东和前十大流通股股东持股情况的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00190,中芯国际,独立董事关于发行股份购买资产暨关联交易相关事项的事前认可意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00191,中芯国际,中芯国际关于暂不召开股东大会审议本次发行股份购买资产暨关联交易事项的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00406,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00408,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00412,恒瑞医药,恒瑞医药关于药品上市许可申请获受理并纳入优先审评程序的提示性公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00413,恒瑞医药,恒瑞医药关于药品纳入拟突破性治疗品种公示名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00414,恒瑞医药,恒瑞医药关于药物纳入拟突破性治疗品种公示名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00415,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00416,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00418,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00419,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00420,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00425,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00426,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00428,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00431,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00432,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00197,中芯国际,中芯国际关于发行股份购买资产暨关联交易事项的进展公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00437,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00440,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00441,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-002371-00261,北方华创,关于归还暂时补充流动资金的闲置募集资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00445,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00447,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00450,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-002371-00262,北方华创,关于全资子公司使用部分闲置募集资金暂时补充流动资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002371-00265,北方华创,募集资金管理办法（2025年10月),融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002371-00275,北方华创,中信建投证券股份有限公司关于北方华创全资子公司使用部分闲置募集资金暂时补充流动资金的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-002594-00310,比亚迪,募集资金管理制度（2025年10月）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00454,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00456,恒瑞医药,恒瑞医药关于药物拟纳入优先审评程序的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00205,中芯国际,中芯国际关于发行股份购买资产暨关联交易事项的进展公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00462,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00465,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00468,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00470,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00471,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00472,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00474,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00476,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00478,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00479,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00480,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00481,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00482,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00483,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00484,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00219,中芯国际,中芯国际关于发行股份购买资产暨关联交易事项的进展公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00492,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00493,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00494,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00495,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00496,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00497,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00498,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00499,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00500,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00501,恒瑞医药,恒瑞医药关于药物纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00228,中芯国际,中芯国际关于披露发行股份购买资产暨关联交易报告书（草案）暨一般风险提示性公告,融资,H3-产能与扩张,支持,H3-产能与扩张,冲突
EVT-688981-00230,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（草案）摘要,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00235,中芯国际,中芯国际关于暂不召开股东大会审议本次发行股份购买资产暨关联交易事项的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00237,中芯国际,中芯国际集成电路制造有限公司拟发行股份购买资产所涉及的中芯北方集成电路制造(北京)有限公司股东全部权益价值资产评估报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00242,中芯国际,中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书（草案）,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00243,中芯国际,上海市锦天城律师事务所关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易之法律意见书,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00244,中芯国际,董事会关于发行股份购买资产暨关联交易报告书（草案）与预案的差异对比说明,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00247,中芯国际,独立董事关于发行股份购买资产暨关联交易相关事项的的独立意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00253,中芯国际,独立董事关于发行股份购买资产暨关联交易相关事项的事前认可意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-688981-00258,中芯国际,国泰海通证券股份有限公司关于中芯国际集成电路制造有限公司发行股份购买资产暨关联交易报告书之独立财务顾问报告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00506,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00507,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00513,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00514,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00515,恒瑞医药,恒瑞医药关于获得药品注册批准的公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00403,兆易创新,兆易创新关于提前归还部分用于暂时补充流动资金的募集资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00516,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00517,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00518,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00519,恒瑞医药,恒瑞医药关于药物纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00520,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00521,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00522,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00414,兆易创新,兆易创新关于使用自有资金、外汇等方式支付募投项目部分款项并以A股募集资金等额置换的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-603986-00415,兆易创新,中国国际金融股份有限公司关于兆易创新科技集团股份有限公司使用自有资金、外汇等方式支付募投项目部分款项并以A股募集资金等额置换的核查意见,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00523,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00524,恒瑞医药,恒瑞医药关于药物纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00528,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00529,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00531,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00538,恒瑞医药,恒瑞医药关于药品上市许可申请获受理的提示性公告,药品注册与上市,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00539,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00540,恒瑞医药,恒瑞医药关于药物纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-603986-00418,兆易创新,兆易创新关于使用A股闲置募集资金进行现金管理的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00541,恒瑞医药,恒瑞医药关于药品上市许可申请获受理并纳入优先审评程序的提示性公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-002371-00337,北方华创,关于归还部分暂时补充流动资金的闲置募集资金的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00542,恒瑞医药,恒瑞医药关于药品纳入突破性治疗品种名单的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00543,恒瑞医药,恒瑞医药关于药品上市许可申请获受理并纳入优先审评程序的提示性公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-688981-00280,中芯国际,中芯国际关于发行股份购买资产暨关联交易的申请文件获得上海证券交易所受理的公告,融资,H3-产能与扩张,支持,H3-产能与扩张,中性
EVT-600276-00560,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00561,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
EVT-600276-00562,恒瑞医药,恒瑞医药关于获得药物临床试验批准通知书的公告,药品研发进展,H1-需求与出货,支持,H1-需求与出货,中性
