关系样本ID,事件样本ID,查询ID,公司,证券代码,检索截止时间,查询假设,候选文档ID,候选公告标题,候选发布日期,候选原文链接,关键证据定位,关键证据原文,相关性等级,关系路径可成立,标注理由,标注员,标注时间
V4-R-Q018-C01,V4-E-Q018-C01,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00179,兆易创新关于调整部分募投项目、新增募投项目并将部分募集资金永久补充流动资金的公告,2024-11-06T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-11-06/1221637288.PDF,第1页,"1 证券代码：603986 证券简称：兆易创新 公告编号：2024-105 兆易创新科技集团股份有限公司 关于调整部分募投项目、新增募投项目并将部分募集 资金永久补充流动资金的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。 兆易创新科技集团股份有限公司（以 下简称“公司”或“兆易创新”）于 2024 年11 月5 日召开了第四届董事会第二十六次会议和第四届监事会第二十二 次会议，审议通过了《关于调整部分募投项目、新增募投项目并将部分募集资金 永久补充流动资金的议案》，同意公司调整“DRAM 芯片研发及产业化项目” 用途及规模，将项目总投资金额由399,173.60 万元减少至 357,018.51 万元，拟投 入募集资金金额由 332,402.35 万元减少至 282,413.75 万元； 同意公司使用募集资 金 70,644.12 万元投入新增募投项目“汽车电子芯片研发及产业化项目”；同意 公司将 20,216.50 万元募集资金用于永久补充流动资金，具体金额将以股东会审 议通过该事项后实际补充流动资金时募集资金余额扣除尚待投入 DRAM 芯片研 发及产业化项目及汽车电子芯片研发及产业化项目后的余额为准。 该议案尚需提 交股东会审议。具体情况如下： 一、募集资金及投资项目概况 （一） 募集资金基本情况 经中国证券监督管理委员会 《关于核准北京兆易创新科技股份有限公司非公 开发…",,,,,
V4-R-Q018-C05,V4-E-Q018-C05,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00410,兆易创新关于使用A股部分募集资金向全资子公司及全资孙公司增资以实施DRAM募投项目的公告,2026-01-23T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-01-23/1224946585.PDF,第1页,"1 证券代码：603986 证券简称：兆易创新 公告编号：2026-008 兆易创新科技集团股份有限公司 关于使用A 股部分募集资金向全资子公司及全资孙公司 增资以实施 DRAM 募投项目的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或 者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 兆易创新科技集团股份有限公司（以下简称“公司”或“兆易创新”）于 2026 年 1 月 22 日召开第五届董事会第八次会议，审议通过了《关于使用 A 股部分募集资 金向全资子公司及全资孙公司增资以实施 DRAM 募投项目的议案》，同意公司使用 A 股募集资金 50,000 万元向全资子公司珠海横琴芯存半导体有限公司（以下简称“珠 海芯存”）增资，并由珠海芯存使用A 股募集资金向全资孙公司合肥芯存半导体有 限公司（以下简称“合肥芯存”）、全资孙公司西安芯存半导体有限公司（以下简 称“西安芯存”）分别增资 3,000 万元、5,000 万元，以实施 DRAM 募投项目。该事 项无需提交股东会审议。具体情况如下： 一、募集资金基本情况 经中国证券监督管理委员会《关于核准北京兆易创新科技股份有限公司非公开 发行股票的批复》（证监许可[2020]711 号核准），公司由主承销商中国国际金融股 份有限公司采用非公开发行股票方式，发行人民币普通股（A 股）21,219,077 股，发 行价格为人民币 203.78 元/股，本次发行募集资金总额为人民币 432,402…",,,,,
V4-R-Q018-C08,V4-E-Q018-C08,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00514,兆易创新关于回购A股股份事项前十大股东、前十大无限售条件股东持股情况的公告,2026-08-07T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-08-07/1225461664.PDF,第1页,"1 证券代码：603986 证券简称：兆易创新 公告编号：2026-070 兆易创新科技集团股份有限公司 关于回购A 股股份事项前十大股东、前十大无限售条 件股东持股情况的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 兆易创新科技集团股份有限公司（以下简称“公司”）于 2026 年 7 月 31 日 召开第五届董事会第十四次次会议，审议通过了《关于以集中竞价交易方式回购 公司 A 股股份方案的议案》，具体内容请详见公司于 2026 年 8 月 1 日在上海证 券交易所网站（http://www.sse.com.cn）披露的《兆易创新关于以集中竞价交易方 式回购公司 A 股股份方案的公告》（公告编号：2026-067）。 根据《上市公司股份回购规则》《上海证券交易所上市公司自律监管指引第 7 号——回购股份》等相关规定，现将董事会公告回购股份决议前一个交易日 （2026 年 7 月 31 日）登记在册的前十大股东和前十大无限售条件股东的名称及 持股数量、持股比例情况公告如下： 序号 股东名称 持股数量 （股） 占公司总股 本比例（%） 1. 朱一明 34,647,376 4.94 2. HKSCC NOMINEES LIMITED 33,253,060 4.74 3. 香港中央结算有限公司 32,464,226 4.63 4. 葛卫东 16,446,669 2.34 5. InfoGr…",,,,,
V4-R-Q018-C04,V4-E-Q018-C04,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00146,兆易创新关于增加DRAM募投项目实施主体和地点并使用部分募集资金向全资子公司及全资孙公司增资的公告,2024-09-10T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-09-10/1221174825.PDF,第1页,"1 证券代码：603986 证券简称：兆易创新 公告编号：2024-079 兆易创新科技集团股份有限公司 关于增加 DRAM 募投项目实施主体和地点并使用部 分募集资金向全资子公司及全资孙公司增资的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担个别及连带责任。 兆易创新科技集团股份有限公司（以下简称 “公司”或“兆易创新”）于 2024 年 9 月 9 日召开了第四届董事会第二十四次会议和第四届监事会第二十次 会议，审议通过了《关于增加 DRAM 募投项目实施主体和地点并使用部分募集 资金向全资子公司及全资孙公司增资的议案》，同意公司增加全资子公司珠海横 琴芯存半导体有限公司（以下简称“珠海横琴芯存”）、全资孙公司北京芯存集 成电路有限公司（以下简称“北京芯存”）、全资孙公司上海芯存志远半导体有 限公司（以下简称“上海芯存”）、全资孙公司合肥芯存半导体有限公司（以下 简称“合肥芯存”）、全资孙公司西安芯存半导体有限公司（以下简称“西安芯 存”）作为“DRAM 芯片研发及产业化项目”的实施主体，并由公司使用部分 募集资金 80,000 万元向珠海横琴芯存增资，再由珠海横琴芯存使用募集资金向 北京芯存、上海芯存、合肥芯存、西安芯存分别增资 1,000 万元、1,000 万元、 2,000 万元、5,000 万元以实施募投项目，对应增加实施地点珠海市、北京市朝阳 区、合肥市、西安市。该议案无需提交股…",,,,,
V4-R-Q018-C03,V4-E-Q018-C03,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00177,中金公司关于兆易创新调整部分募投项目、新增募投项目并将部分募集资金补充流动资金的核查意见,2024-11-06T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-11-06/1221637289.PDF,第1页,"1 中国国际金融股份有限公司 关于兆易创新科技集团股份有限公司 调整部分募投项目、新增募投项目并将部分募集资金 永久补充流动资金的核查意见 中国国际金融股份有限公司（以下简称“保荐机构”或“中金公司”）作为 兆易创新科技集团股份有限公司（以下简称“兆易创新”或“公司”）非公开发 行A 股股票的保荐机构，根据《证券发行上市保荐业务管理办法》《上海证券交 易所股票上市规则（2024 年 4 月修订）》《上市公司监管指引第 2 号——上市 公司募集资金管理和使用的监管要求》和《上海证券交易所上市公司自律监管指 引第1 号——规范运作》等有关规定，对兆易创新调整部分募投项目、新增募投 项目并将部分募集资金永久补充流动资金事项进行了审慎的核查， 具体核查情况 如下： 一、募集资金及投资项目概况 （一）募集资金基本情况 经中国证券监督管理委员会 《关于核准北京兆易创新科技股份有限公司非公 开发行股票的批复》 （证监许可[2020]711 号核准） ，公司由主承销商中金公司采 用非公开发行股票方式，发行人民币普通股（A 股）21,219,077 股，发行价格为 人民币 203.78 元/股，发行募集资金总额为人民币 432,402.35 万元，扣除承销费 用（不含增值税）人民币3,958.49 万元后，公司此次实际募集资金净额为人民币 428,443.86 万元。上述募集资金已由保荐机构于2020 年 5 月 26 日分别汇入公司 在江苏银行股份有限公司北京中关村西区支行开设的 3231…",,,,,
V4-R-Q018-C07,V4-E-Q018-C07,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00440,兆易创新2025年年度报告摘要,2026-03-31T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-03-31/1225061348.PDF,第3页,"兆易创新科技集团股份有限公司2025 年年度报告摘要 3 2. 报告期公司主要业务简介 2025 年，公司所处集成电路行业在 AI 需求爆发下迎来强复苏，全球市场规模创历史新高。 WSTS 数据显示，2025 年全球半导体市场规模达 7,720 亿美元，同比增长 22%，其中逻辑芯片增 长 37%，存储芯片增长 28%，成为增长主力。在中国集成电路行业，依据中国半导体行业协会数 据，中国本土集成电路市场规模预计达 2,800 亿美元，设计环节收入规模约 1,180 亿美元，同比增 长约 29.4%。在 AI 需求爆发以及汽车电子、消费电子温和复苏的带动下，GPU、存储芯片需求升 温、价格上涨，成为集成电路行业增长的主要驱动力。 在存储业务领域，依据弗若斯特沙利文的数据，公司所处专用型存储（包括 NOR Flash、SLC NAND Flash、利基型 DRAM）2025 年全球市场规模预计为 157 亿美元，其中利基型 DRAM 为 99 亿美元，NOR Flash 为 31 亿美元，SLC NAND Flash 为 27 亿美元。DRAM 产品方面，AI 服务器 等需求爆发带动DDR5、HBM等主流存储产品需求激增，国际头部公司加速向新制程节点的HBM、 DDR5 等主流产品迁移，放弃或减少利基型产品的生产，带来行业竞争格局的改善，利基型 DRAM 价格从而迎来大幅上涨。在 SLC NAND Flash 产品上，受益于 AI 需求的爆发，对主流的 3D NAND （如eS…",,,,,
V4-R-Q018-C06,V4-E-Q018-C06,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00468,兆易创新2026年第一季度报告,2026-04-30T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-04-30/1225257883.PDF,第2页,"兆易创新科技集团股份有限公司2026 年第一季度报告 2 / 12 本报告期末 上年度末 本报告期末比上 年度末增减变动 幅度(%) 总资产 27,773,679,160.67 21,396,579,783.85 29.80 归属于上市公司股东的所有 者权益 25,273,306,654.79 19,007,782,130.79 32.96 (二)非经常性损益项目和金额 √适用 □不适用 单位:元 币种:人民币 非经常性损益项目 本期金额 说明 非流动性资产处置损益，包括已计提资产 减值准备的冲销部分 237,461.80 计入当期损益的政府补助，但与公司正常 经营业务密切相关、符合国家政策规定、 按照确定的标准享有、对公司损益产生持 续影响的政府补助除外 14,372,345.38 包括以前年度取得的政府 补助在本期分摊确认的收 入，以及当期取得的政府 补助且当期确认的收入 除同公司正常经营业务相关的有效套期保 值业务外，非金融企业持有金融资产和金 融负债产生的公允价值变动损益以及处置 金融资产和金融负债产生的损益 42,060,322.82 计入当期损益的对非金融企业收取的资金 占用费 1,234,253.29 除上述各项之外的其他营业外收入和支出 -9,368.72 减：所得税影响额 5,469,058.87 少数股东权益影响额（税后） 1,241,886.82 合计 51,184,068.88 对公司将《公开发行证券的公司信息披露解释性公告第 1 号——非经常性损益…",,,,,
V4-R-Q018-C02,V4-E-Q018-C02,V4-Q018,兆易创新,603986,2026-08-26T18:00:00+08:00,DRAM募投项目能否形成新的收入贡献,DOC-EVT-603986-00501,兆易创新关于使用A股部分募集资金向全资子公司增资以实施DRAM募投项目的公告,2026-07-22T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-07-22/1225435810.PDF,第1页,"1 证券代码：603986 证券简称：兆易创新 公告编号：2026-059 兆易创新科技集团股份有限公司 关于使用A股部分募集资金向全资子公司增资以实施 DRAM 募投项目的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 兆易创新科技集团股份有限公司（以下简称“公司”或“兆易创新”）于 2026 年 7 月 21 日召开第五届董事会第十三次会议，审议通过了《关于使用 A 股 部分募集资金向全资子公司增资以实施 DRAM 募投项目的议案》，同意公司使 用 A 股募集资金 50,000 万元向全资子公司珠海横琴芯存半导体有限公司（以下 简称“珠海芯存”）增资，以实施 DRAM 募投项目。该事项无需提交股东会审 议。具体情况如下： 一、募集资金基本情况 经中国证券监督管理委员会《关于核准北京兆易创新科技股份有限公司非公 开发行股票的批复》（证监许可[2020]711 号核准），公司由主承销商中国国际 金融股份有限公司采用非公开发行股票方式，发行人民币普通股（A 股） 21,219,077 股，发行价格为人民币 203.78 元/股，本次发行募集资金总额为人民 币 432,402.35 万元，扣除承销费用（不含增值税）人民币 3,958.49 万元后，公司 此次实际募集资金净额为人民币 428,443.86 万元。上述募集资金已由保荐机构 （主承销商）中国国际金融股份有限公司（以下简称“保荐机…",,,,,
V4-R-Q019-C05,V4-E-Q019-C05,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00355,兆易创新关于延长屹唐华创投资基金经营期限暨参与私募股权投资基金的进展公告,2025-08-15T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-08-15/1224486075.PDF,第1页,1 证券代码：603986 证券简称：兆易创新 公告编号：2025-043 兆易创新科技集团股份有限公司 关于延长屹唐华创投资基金经营期限暨 参与私募股权投资基金的进展公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 一、基金情况概述 2017 年 7 月 11 日，兆易创新科技集团股份有限公司（以下称“公司”）召 开第二届董事会第十五次会议，审议通过《关于拟签署<北京屹唐华创股权投资 中心（有限合伙）有限合伙协议>的议案》，公司与北京屹唐华创投资管理有限 公司（于2017 年 11 月更名为“北京石溪屹唐华创投资管理有限公司”，以下称 “普通合伙人”或“管理人”）等各方签署合伙协议，共同出资设立北京屹唐华 创股权投资中心（有限合伙）（以下称“屹唐华创投资基金”或“基金”）。 2021 年 11 月 30 日，经屹唐华创投资基金全体合伙人协商一致，公司与管 理人等各方签署《北京屹唐华创股权投资中心（有限合伙）变更决定书》，将各 合伙人的认缴出资金额同比降低至其已实缴出资金额，即原认缴出资金额的 50%，各合伙人及其出资比例与变更前保持不变。变更后，屹唐华创投资基金总 规模 11.15 亿元，公司认缴出资金额减少至已实缴的出资金额，即人民币1 亿元， 持有份额 8.97%保持不变。 2024 年 12 月 16 日，经屹唐华创投资基金全体合伙人协商一致，公司与管 理人等各方签署《北京屹唐华…,,,,,
V4-R-Q019-C03,V4-E-Q019-C03,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00401,兆易创新关于刊发H股招股说明书、H股发行价格区间及H股香港公开发售等事宜的公告,2025-12-31T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-12-31/1224912143.PDF,第1页,1 证券代码：603986 证券简称：兆易创新 公告编号：2025-072 兆易创新科技集团股份有限公司 关于刊发 H 股招股说明书、H 股发行价格区间及 H 股 香港公开发售等事宜的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 兆易创新科技集团股份有限公司（以下简称“公司”）正在进行申请公开发 行境外上市外资股（H 股）并在香港联合交易所有限公司（以下简称“香港联交 所”）主板上市（以下简称“本次发行上市”）的相关工作。 2025 年 6 月 19 日，公司向香港联交所递交了本次发行上市的申请，并于同 日在香港联交所网站刊登了申请资料。具体内容请详见公司于 2025 年 6 月 20 日在上海证券交易所网站（http://www.sse.com.cn）披露的《兆易创新关于向香 港联交所递交 H 股发行上市的申请并刊发申请资料的公告》（公告编号： 2025-034）。 2025 年 12 月 9 日，公司收到中国证券监督管理委员会（以下简称“中国证 监会”）出具的《关于兆易创新科技集团股份有限公司境外发行上市备案通知书》 （国合函〔2025〕2206 号），中国证监会对公司本次发行上市备案信息予以确认。 具体 内容 请详 见公司 于 2025 年 12 月 10 日在 上海 证券 交易所 网站 （http://www.sse.com.cn）披露的《兆易创新关于发行境外上市外资股（H…,,,,,
V4-R-Q019-C07,V4-E-Q019-C07,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00440,兆易创新2025年年度报告摘要,2026-03-31T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-03-31/1225061348.PDF,第3页,"兆易创新科技集团股份有限公司2025 年年度报告摘要 3 2. 报告期公司主要业务简介 2025 年，公司所处集成电路行业在 AI 需求爆发下迎来强复苏，全球市场规模创历史新高。 WSTS 数据显示，2025 年全球半导体市场规模达 7,720 亿美元，同比增长 22%，其中逻辑芯片增 长 37%，存储芯片增长 28%，成为增长主力。在中国集成电路行业，依据中国半导体行业协会数 据，中国本土集成电路市场规模预计达 2,800 亿美元，设计环节收入规模约 1,180 亿美元，同比增 长约 29.4%。在 AI 需求爆发以及汽车电子、消费电子温和复苏的带动下，GPU、存储芯片需求升 温、价格上涨，成为集成电路行业增长的主要驱动力。 在存储业务领域，依据弗若斯特沙利文的数据，公司所处专用型存储（包括 NOR Flash、SLC NAND Flash、利基型 DRAM）2025 年全球市场规模预计为 157 亿美元，其中利基型 DRAM 为 99 亿美元，NOR Flash 为 31 亿美元，SLC NAND Flash 为 27 亿美元。DRAM 产品方面，AI 服务器 等需求爆发带动DDR5、HBM等主流存储产品需求激增，国际头部公司加速向新制程节点的HBM、 DDR5 等主流产品迁移，放弃或减少利基型产品的生产，带来行业竞争格局的改善，利基型 DRAM 价格从而迎来大幅上涨。在 SLC NAND Flash 产品上，受益于 AI 需求的爆发，对主流的 3D NAND （如eS…",,,,,
V4-R-Q019-C04,V4-E-Q019-C04,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00205,提名人声明与承诺-杨小雯,2024-11-28T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2024-11-28/1221864798.PDF,第1页,兆易创新科技集团股份有限公司 独立董事提名人声明与承诺 提名人兆易创新科技集团股份有限公司董事会， 现提名 杨小雯 为兆易创新 科技集团股份有限公司第五届董事会独立董事候选人， 并已充分了解被提名人职 业、学历、职称、详细的工作经历、全部兼职、有无重大失信等不良记录等情况。 被提名人已同意出任兆易创新科技集团 股份有限公司第五届董事会独立董事候 选人（参见该独立董事候选人声明） 。提名人认为，被提名人具备独立董事任职 资格，与兆易创新科技集团股份有限公司之间不存在任何影响其独立性的关系， 具体声明并承诺如下： 一、被提名人具备上市公司运作的基本知识，熟悉相关法律、行政法规、规 章及其他规范性文件，具有5 年以上法律、经济、会计、财务、管理或者其他履 行独立董事职责所必需的工作经验。 被提名人已经参加培训并取得证券交易所认可的相关培训证明材料。 二、被提名人任职资格符合下列法律、行政法规和部门规章的要求： （一） 《中华人民共和国公司法》关于董事任职资格的规定； （二） 《中华人民共和国公务员法》关于公务员兼任职务的规定（如适用） ； （三）中国证监会《上市公司独立董事管理办法》 、上海证券交易所自律监 管规则以及公司章程有关独立董事任职资格和条件的相关规定； （四）中共中央纪委、中共中央组织部《关于规范中管干部辞去公职或者退 （离） 休后担任上市公司、 基金管理公司独立董事、 独立监事的通知》 的规定 （如 适用） ； （五）中共中央组织部《关于进一步规范党政领导干部在企业…,,,,,
V4-R-Q019-C02,V4-E-Q019-C02,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00402,兆易创新关于H股公开发行价格的公告,2026-01-10T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-01-10/1224928754.PDF,第1页,1 证券代码：603986 证券简称：兆易创新 公告编号：2026-001 兆易创新科技集团股份有限公司 关于 H 股公开发行价格的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 兆易创新科技集团股份有限公司（以下简称“公司”）正在进行申请公开发 行境外上市外资股（H 股）并在香港联合交易所有限公司（以下简称“香港联交 所”）主板上市（以下简称“本次发行上市”）的相关工作。 本次拟发行的 H 股股份的认购对象仅限于符合相应条件的境外投资者及依 据中国相关法律法规有权进行境外证券投资管理的境内证券经营机构和合格境 内机构投资者及其他符合监管规定的投资者。因此，本公告仅为 A 股投资者及 时了解公司本次发行上市的相关信息而作出，并不构成亦不得被视为是对任何境 内个人或实体收购、购买或认购公司任何证券的要约或要约邀请。 公司已确定本次 H 股发行的最终价格为每股 162.00 港元（不包括 1%经纪佣 金、0.0027%香港证券及期货事务监察委员会交易征费、0.00565%香港联交所交 易费及 0.00015%香港会计及财务汇报局交易征费）。公司本次发行的 H 股预计于 2026 年 1 月 13 日在香港联交所主板挂牌并开始上市交易。 特此公告。 兆易创新科技集团股份有限公司董事会 2026 年 1 月 10 日,,,,,
V4-R-Q019-C08,V4-E-Q019-C08,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00506,兆易创新关于控股股东、实际控制人自愿承诺未来12个月不减持公司股份的公告,2026-07-30T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-07-30/1225447342.PDF,第1页,"1 证券代码：603986 证券简称：兆易创新 公告编号：2026-061 兆易创新科技集团股份有限公司 关于控股股东、实际控制人自愿承诺未来 12 个月不减 持公司股份的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述或 者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 兆易创新科技集团股份有限公司（以下简称“公司”）于 2026 年 7 月 29 日收 到控股股东、实际控制人朱一明先生出具的《关于未来 12 个月不减持兆易创新股份 的承诺函》，现将有关情况公告如下： 朱一明先生自愿承诺，自 2026 年 7 月 29 日起 12 个月内（即 2026 年 7 月 29 日 至 2027 年 7 月 28 日），不以任何方式减持其持有的公司股份（包括因公司资本公积 转增股本、派送股票红利等事项取得的新增股份）。 截至本公告披露日，公司控股股东、实际控制人朱一明先生及其一致行动人香港 赢富得有限公司合计持有公司股份 47,700,876 股，占公司当前总股本的 6.80%。公司 控股股东、实际控制人及其一致行动人未发生变化，公司控制权稳定。 公司董事会将督促控股股东严格遵守上述承诺，并按照相关法律法规的规定及 时履行信息披露义务。 特此公告。 兆易创新科技集团股份有限公司董事会 2026 年 7 月 30 日",,,,,
V4-R-Q019-C06,V4-E-Q019-C06,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00468,兆易创新2026年第一季度报告,2026-04-30T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-04-30/1225257883.PDF,第3页,"兆易创新科技集团股份有限公司2026 年第一季度报告 3 / 12 利润总额 587.93 报告期内，公司营收规模显著攀升，存储 芯片产品盈利能力大幅提升，推动公司整 体经营业绩实现大幅增长。 归属于上市公司股东的净利润 522.79 归属于上市公司股东的扣除非 经常性损益的净利润 529.90 基本每股收益（元/股） 525.71 稀释每股收益（元/股） 522.86 经营活动产生的现金流量净额 430.91 报告期内，公司营业收入显著增长，销售 回款与采购支出净额大幅增长。 归属于上市公司股东的所有者 权益 32.96 报告期内，公司完成 H 股上市募集资金到 位以及归属于上市股东净利润增加导致。 二、股东信息 (一)普通股股东总数和表决权恢复的优先股股东数量及前十名股东持股情况表 单位：股 报告期末普通股股东 总数 243,737 (A 股 243,735 名，H 股 2 名) 报告期末表决权恢复的优先股股东 总数（如有） 0 前 10 名股东持股情况（不含通过转融通出借股份） 股东名称 股东性质 持股数量 持股比 例(%) 持有有限售 条件股份数 量 质押、标 记或冻结 情况 股份 状态 数 量 朱一明 境内自然人 45,758,013 6.53 无 香港中央结算有限公 司 境外法人 41,368,518 5.90 无 HKSCC NOMINEES LIMITED 境外法人 33,253,060 4.74 14,394,300 未知 葛卫东 境外自然人 16,261…",,,,,
V4-R-Q019-C01,V4-E-Q019-C01,V4-Q019,兆易创新,603986,2026-08-26T18:00:00+08:00,存储芯片价格与库存周期改善能否提升盈利能力,DOC-EVT-603986-00417,兆易创新关于悉数行使超额配售权、稳定价格行动及稳定价格期结束的公告,2026-02-09T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2026-02-09/1224972235.PDF,第1页,"1 证券代码：603986 证券简称：兆易创新 公告编号：2026-013 兆易创新科技集团股份有限公司 关于悉数行使超额配售权、稳定价格行动及稳定价格 期结束的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 一、悉数行使超额配售权情况 经香港联合交易所有限公司（以下简称“香港联交所”）批准，兆易创新科 技集团股份有限公司（以下简称“公司”）发行的 28,915,800 股（行使超额配售 权之前）境外上市外资股（H 股）已于 2026 年 1 月 13 日在香港联交所主板挂牌 并上市交易（以下简称“本次发行上市”）。公司 H 股股票中文简称为“兆易创 新”，英文简称为“GIGADEVICE”，股份代号为“3986”，具体内容请详见公司于 2026 年 1 月 14 日在上海证券交易所网站（http://www.sse.com.cn）披露的《兆易 创新关于 H 股挂牌并上市交易的公告》（公告编号：2026-003）。 根据本次发行上市方案，公司同意由整体协调人（为其本身及代表国际承销 商）于 2026 年 2 月 7 日悉数行使超额配售权，按发售价每股 H 股股份 162.00 港 元（即全球发售项下每股H 股股份的发售价，不包括经纪佣金、香港证券及期货 事务监察委员会交易征费、香港联交所交易费及香港会计及财务汇报局交易征费） 发行 4,337,300 股 H 股股份。前述超额配售权悉数…",,,,,
V4-R-Q020-C01,V4-E-Q020-C01,V4-Q020,兆易创新,603986,2026-08-26T18:00:00+08:00,研发投入能否支持MCU与存储产品持续升级,DOC-EVT-603986-00400,兆易创新关于更换持续督导保荐代表人的公告,2025-12-30T00:00:00+08:00,http://static.cninfo.com.cn/finalpage/2025-12-30/1224904287.PDF,第1页,1 证券代码：603986 证券简称：兆易创新 公告编号：2025-071 兆易创新科技集团股份有限公司 关于更换持续督导保荐代表人的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 兆易创新科技集团股份有限公司（以下简称“公司”）于 2025 年 12 月 29 日收 到中国国际金融股份有限公司（以下简称“中金公司”）《关于更换兆易创新科技集 团股份有限公司持续督导保荐代表人的报告》，具体情况如下： 中金公司担任公司 2020 年非公开发行 A 股股票项目（以下简称“本次非公开 发行”）的保荐机构，原委派王琨女士、高圣亮先生担任保荐代表人。截至目前，本 次非公开发行持续督导期已结束，公司尚有部分募集资金未使用完毕，保荐机构将 就公司募集资金使用情况继续履行持续督导的责任。原保荐代表人高圣亮先生因中 金公司内部工作变动原因，不再继续担任公司持续督导的保荐代表人。为保证持续 督导工作的有序进行，中金公司现委派杨智博女士（简历附后）接替高圣亮先生继 续担任本次非公开发行的持续督导保荐代表人，继续对募集资金使用等剩余事项履 行持续督导职责。本次变更后，本次非公开发行的持续督导保荐代表人为王琨女士、 杨智博女士。 特此公告。 兆易创新科技集团股份有限公司董事会 2025 年 12 月 30 日,,,,,
