序号,样本ID,公司,证券代码,行业,市场,披露时间,时间精度,公告标题,原文链接,核心观点,H1-需求与出货,H2-盈利质量,H3-产能与扩张,事件摘要,事件类别,主要关联假设,影响方向,影响强度,直接性,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_status,gold_source,gold_version,annotator_a_id,annotator_b_id,annotator_a_confidence,annotator_b_confidence,annotator_a_reason,annotator_b_reason
111,G3-E044,中芯国际,688981,芯片半导体,A股,2025-11-14T00:00:00+08:00,仅日期（按盘后处理）,中芯国际关于2025年前三季度计提资产减值准备的公告,http://static.cninfo.com.cn/finalpage/2025-11-14/1224804088.PDF,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,公司披露中芯国际关于2025年前三季度计提资产减值准备的公告，核心事实为：A股代码：688981 A股简称：中芯国际 公告编号：2025-031 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 关于 2025 年前三季度计提资产减值准备的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法…,风险/合规,H3-产能与扩张,冲突,高,直接,第1页：A股代码：688981 A股简称：中芯国际 公告编号：2025-031 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 关于 2025 年前三季度计提资产减值准备的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 一、本次计提减值准备的情况概述 中芯国际集成电路制造有限公司（以下简称“公司”）根据《企业会计准 则》以及公司会计政策的相关规定，为客观、公允地反映公司截至2025 年 9 月 30 日的合并财务状况及 2025 年前三季度的经营成果。基于谨慎性原则，公司 对合并范围内…,该事实直接观察到相关指标或里程碑，降低“资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，降低“资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值”的可信度。,该事实降低H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
26,G3-E047,恒瑞医药,600276,医药,A股,2026-02-06T00:00:00+08:00,仅日期（按盘后处理）,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2026-02-06/1224968189.PDF,创新药转型期，创新药放量与对外授权接续仿制药集采缺口，毛利率高但集采与研发成败是关键观察点,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,研发投入强度维持，管线推进不出现关键品种研发失败,公司披露恒瑞医药关于药品上市许可申请获受理的提示性公告，核心事实为：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-021 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司…,研发/注册,H3-产能与扩张,支持,低,直接,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-021 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司 HR091506 片 的上市许可申请获国家药监局受理。现将相关情况公告如下： 一、药品的基本情况 药品名称：HR091506 片 剂型：片剂 受理号：CXHS2600022、CXHS2600023…,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,该事实直接观察到相关指标或里程碑，提高“研发投入强度维持，管线推进不出现关键品种研发失败”的可信度。,该事实提高H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
117,G3-E048,吉利汽车,00175,新能源汽车,港股,2025-11-27T16:36:09+08:00,精确,持续关连交易,http://static.cninfo.com.cn/finalpage/2025-11-27/1224830298.PDF,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,公司披露持续关连交易，核心事实为：於本通函內，除文義另有所指外，以下詞彙具有下列各自涵義： 「聯繫人」 指 具有上市規則賦予該詞之涵義 「零部件購銷協議」 指 本公司、吉利控股、領克、極氪、LEVC、吉利科 技、耀寧科技、星驅科技及吉利欣旺達訂立之日期為 二零二四年八月十五日之總協議，據此，本集團有條 件同意(i)向吉利控股集團、領克集團、極氪集團及…,订单/合同,H3-产能与扩张,支持,中,间接,第3页：於本通函內，除文義另有所指外，以下詞彙具有下列各自涵義： 「聯繫人」 指 具有上市規則賦予該詞之涵義 「零部件購銷協議」 指 本公司、吉利控股、領克、極氪、LEVC、吉利科 技、耀寧科技、星驅科技及吉利欣旺達訂立之日期為 二零二四年八月十五日之總協議，據此，本集團有條 件同意(i)向吉利控股集團、領克集團、極氪集團及 LEVC集團銷售零部件；及(ii)向吉利控股集團、領克 集團、極氪集團、耀寧科技集團、吉利科技集團、星 驅科技集團及吉利欣旺達集團購買零部件 「Aurobay」 指 Aurobay Holding (SG) PTE. LTD.，一間於新加坡共 和國註冊成立之私人股份有限公司，於最…,该事实需经过一层清晰的业务因果链，提高“品牌与平台整合按计划推进，不出现大额整合损失”的可信度。,4,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,4,4,该事实需经过一层清晰的业务因果链，提高“品牌与平台整合按计划推进，不出现大额整合损失”的可信度。,该事实提高H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
116,G3-E049,比亚迪,002594,新能源汽车,A股,2024-03-02T00:00:00+08:00,仅日期（按盘后处理）,关于持股5%以上股东部分股份质押的公告,http://static.cninfo.com.cn/finalpage/2024-03-02/1219219982.PDF,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,公告披露关于持股5%以上股东部分股份质押的公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：证券代码：002594 证券简称：比亚迪 公告编号：2024-016 比亚迪股份有限公司 关于持股5%以上股东部分股份质押的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假 记载、误导性陈述或重大遗漏。 比亚迪股份有限公司（以下简称“本公司”或“公司”）于近日收到公司持 股5%以上的股东融捷投资控股集团有限公司（以下简称“融捷投资控股”）的通 知，获悉其将所持有本公司的部分股份办理质押手续。本次股份质押的具体情况 如下： 一、股东部分股份质押的基本情况 股东 名称 是否为 控股股 东或第 一大股 东及其 一致行 动人 本次质押股份 数量（股） 占其所 持股份 比例 占公,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
47,G3-E050,兆易创新,603986,芯片半导体,A股,2026-05-30T00:00:00+08:00,仅日期（按盘后处理）,兆易创新关于完成工商变更登记的公告,http://static.cninfo.com.cn/finalpage/2026-05-30/1225339729.PDF,存储与 MCU 设计商，需求随下游复苏与库存去化回升，毛利率对存储价格周期高度敏感，需跟踪产品结构,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,毛利率随产品结构改善回升，不因存储价格波动持续走低,新品研发与产能储备按计划推进，不出现存货大额跌价,公告披露兆易创新关于完成工商变更登记的公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,"第1页：兆易创新科技集团股份有限公司（以下简称“公司”）于 2025 年 11 月 14 日，完成 2021 年股票期权与限制性股票激励计划第四个行权期的股份登记工作， 新增股份 571,379 股，公司发行的 A 股由 667,277,972 股增加至 667,849,351 股。",该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
37,G3-E053,中芯国际,688981,芯片半导体,A股,2026-03-27T00:00:00+08:00,仅日期（按盘后处理）,中芯国际2025年度内部控制评价报告,http://static.cninfo.com.cn/finalpage/2026-03-27/1225037110.PDF,成熟制程代工龙头，国产替代与产能利用率回升支撑收入，折旧与价格压力是盈利的主要观察点,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,资本开支与扩产节奏匹配下游需求，先进制程投入不出现大额减值,公告披露中芯国际2025年度内部控制评价报告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：公司代码：688981 公司简称：中芯国际 中芯国际集成电路制造有限公司 2025年度内部控制评价报告 中芯国际集成电路制造有限公司全体股东： 根据《企业内部控制基本规范》及其配套指引的规定和其他内部控制监管要求（以下简称企业内部 控制规范体系），结合本公司（以下简称“公司”）内部控制制度和评价办法，在内部控制日常监督和专 项监督的基础上，我们对公司2025年12月31日（内部控制评价报告基准日）的内部控制有效性进行了评 价。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
113,G3-E056,北方华创,002371,芯片半导体,A股,2025-06-25T00:00:00+08:00,仅日期（按盘后处理）,关于协议受让沈阳中科天盛自动化技术有限公司所持沈阳芯源微电子设备股份有限公司8.40%股份完成过户登记暨取得控制权的公告,http://static.cninfo.com.cn/finalpage/2025-06-25/1223974415.PDF,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,公司披露关于协议受让沈阳中科天盛自动化技术有限公司所持沈阳芯源微电子设备股份有限公司8.40%股份完成过户登记暨取得控制权的公告，核心事实为：2371 证券简称：北方华创 公告编号：2025-040 北方华创科技集团股份有限公司 关于协议受让沈阳中科天盛自动化技术有限公司所持 沈阳芯源微电子设备股份有限公司8.40%股份完成过户登记 暨取得控制权的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假 记载、误导性陈述或者重大遗漏。 一、交…,产能/资本开支,H3-产能与扩张,支持,高,直接,第1页：2371 证券简称：北方华创 公告编号：2025-040 北方华创科技集团股份有限公司 关于协议受让沈阳中科天盛自动化技术有限公司所持 沈阳芯源微电子设备股份有限公司8.40%股份完成过户登记 暨取得控制权的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假 记载、误导性陈述或者重大遗漏。 一、交易概述 北方华创科技集团股份有限公司（以下简称“公司”）于2025 年 3 月 10 日 召开第八届董事会第二十次会议，审议通过了《关于协议受让沈阳芯源微电子设 备股份有限公司部分股份的议案》。同日，公司与沈阳先进制造技术产业有限公 司（以下简称“先进制造”）签署了股份转让协议，…,该事实直接观察到相关指标或里程碑，提高“产能与交付能力跟上订单增长，合同负债转化不出现明显滞后”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“产能与交付能力跟上订单增长，合同负债转化不出现明显滞后”的可信度。,该事实提高H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
110,G3-E057,云南白药,000538,医药,A股,2026-04-01T00:00:00+08:00,仅日期（按盘后处理）,云南白药集团股份有限公司董事和高级管理人员所持公司股份及其变动管理制度,http://static.cninfo.com.cn/finalpage/2026-04-01/1225067998.PDF,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,公告披露云南白药集团股份有限公司董事和高级管理人员所持公司股份及其变动管理制度相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：1 / 9 云南白药集团股份有限公司 董事和高级管理人员所持公司股份 及其变动管理制度 （2026 年 3 月） 第一章 总则 第一条 为加强对云南白药集团股份有限公司(以下简称“公司”)董事和 高级管理人员所持公司股份及其变动的管理，根据《中华人民共和国公司法》 (以下简称“《公司法》”)《中华人民共和国证券法》(以下简称“《证券法》”) 《上市公司董事和高级管理人员所持本公司股份及其变动管理规则》《深圳 证券交易所上市公司自律监管指引第10 号——股份变动管理》《深圳证券交 易所上市公司自律监管指引第18 号——股东及董事、高级管理人员减持股份》 《关于短线交易监管的若干规定》以及《云南白…,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
80,G3-E058,北方华创,002371,芯片半导体,A股,2025-04-26T00:00:00+08:00,仅日期（按盘后处理）,2025年一季度报告,http://static.cninfo.com.cn/finalpage/2025-04-26/1223309242.PDF,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,"公司披露2025年一季度报告，核心事实为：数据 是 □否 追溯调整或重述原因 □会计政策变更 □会计差错更正 同一控制下企业合并 □其他原因 本报告期 上年同期 本报告期比上年同期 增减（%） 调整前 调整后 调整后 营业收入（元） 8,206,029,208.83 5,859,163,380.59 5,950,568,399.86 37.90% 归属于上…",收入/利润,H2-盈利质量,支持,高,直接,"第1页：数据 是 □否 追溯调整或重述原因 □会计政策变更 □会计差错更正 同一控制下企业合并 □其他原因 本报告期 上年同期 本报告期比上年同期 增减（%） 调整前 调整后 调整后 营业收入（元） 8,206,029,208.83 5,859,163,380.59 5,950,568,399.86 37.90% 归属于上市公司股东的 净利润（元） 1,580,707,286.38 1,126,550,627.36 1,138,817,830.60 38.80% 归属于上市公司股东的 扣除非经常性损益的净 利润（元） 1,570,173,959.13 1,072,494,911.14 1,084,…",该事实直接观察到相关指标或里程碑，提高“规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑”的可信度。,该事实提高H2-盈利质量的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
24,G3-E059,北方华创,002371,芯片半导体,A股,2025-10-31T00:00:00+08:00,仅日期（按盘后处理）,募集资金管理办法（2025年10月),http://static.cninfo.com.cn/finalpage/2025-10-31/1224774330.PDF,前道设备国产化核心标的，晶圆厂扩产与国产化率提升支撑订单与收入，需跟踪毛利率与交付节奏,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,产能与交付能力跟上订单增长，合同负债转化不出现明显滞后,公告披露募集资金管理办法（2025年10月)相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：北方华创科技集团股份有限公司 募集资金管理办法 （2025 年 10 月 30 日，经第八届董事会第二十八次会议审议通过） 第一章 总则 第一条 为了规范北方华创科技集团股份有限公司（以下简称“公司”）募集资 金的管理和运用，保护投资者的权益，提高募集资金使用效率，依据《中华人民共 和国公司法》《中华人民共和国证券法》《上市公司募集资金监管规则》《深圳证 券交易所股票上市规则》等相关法律、法规、规范性文件和《北方华创科技集团股 份有限公司章程》（以下简称“《公司章程》”）的相关规定，并结合公司实际， 制定本办法。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
51,G3-E060,比亚迪,002594,新能源汽车,A股,2024-12-02T00:00:00+08:00,仅日期（按盘后处理）,2024年11月产销快报,http://static.cninfo.com.cn/finalpage/2024-12-02/1221902564.PDF,新能源汽车销量与出口结构改善支撑收入，垂直一体化对冲价格战，需跟踪毛利率与海外扩张落地,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,海外工厂与产能扩张按计划落地，不出现大额投资减值,"公司披露2024年11月产销快报，核心事实为：限公司(以下简称“本公司”)2024年11月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同 比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 540,588 316,510 3,837,632 2,736,259 40.25% 506,804 301,903…",产销/需求,H1-需求与出货,支持,高,直接,"第1页：限公司(以下简称“本公司”)2024年11月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同 比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 540,588 316,510 3,837,632 2,736,259 40.25% 506,804 301,903 3,757,336 2,683,374 40.02% -乘用车 536,926 315,985 3,820,365 2,725,555 40.17% 504,003 301,378 3,740,930 2,672,728 39.97% -纯电动 208,859 172,746 1…",该事实直接观察到相关指标或里程碑，提高“新能源汽车销量保持增长，出口占比提升对冲国内价格压力”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“新能源汽车销量保持增长，出口占比提升对冲国内价格压力”的可信度。,该事实提高H1-需求与出货的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
71,G3-E062,吉利汽车,00175,新能源汽车,港股,2025-10-06T23:59:59+08:00,精确,翌日披露报表,http://static.cninfo.com.cn/finalpage/2025-10-06/1224700096.PDF,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,公告披露翌日披露报表相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,"第1页：FF305 ∉  ၵರ஼੝Ḹі ٺܢ ⦁ğௐ ⊯Ⅲğࢌ ඳ଀Ẁğඳ ರ௹ğ ୍ᄅರ  ඳ(&.⊈ಊ ၂ᅣᾳb ၂ᅣᾳ ٳٺܢܢ⦁ ҂ℳႨ෮ഈ൧ ൞ ⊈ಊսὂ ೂഈ൧  䪌ૼ Ἰ⚙⊈ಊսὂ  3.# 䪌ૼ ṉọ ࡱ Ďṉọ Ď⅂ ଢ Ⴕၘứ ܢ б 䩏 ṉọ ଢ ứྛԛ൲ᾁ 䩏 ⊺⅂ ᾵թ 䩏 ୍ᄅರ          ௹⃴ ܢ ί὏ ᧄ୍ᄅರὤ ٺܢܢ ṉọರ௹ ୍ᄅರ     ),%  ୍ᄅರ …",该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
58,G3-E063,云南白药,000538,医药,A股,2025-08-30T00:00:00+08:00,仅日期（按盘后处理）,半年报董事会决议公告,http://static.cninfo.com.cn/finalpage/2025-08-30/1224622375.PDF,中药与健康消费品，增长平稳，毛利率与渠道结构是主要观察点，历史上曾因证券投资造成业绩波动,工业药品与健康品渠道保持稳定，不出现持续负增长,毛利率随产品结构与原料成本波动，不持续低于历史区间,渠道与品牌投入保持，不出现商誉或投资大额减值,公告披露半年报董事会决议公告相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：云南白药集团股份有限公司（以下简称“公司”）第十届董事会2025 年第五次会议（以下简称“会议”）于 2025 年 8 月 28 日在公司总部会议 室以现场结合通讯表决的方式召开，本次会议通知于 2025 年 8 月 18 日以 书面、邮件或传真方式发出，应出席董事 11 名，实际出席董事 11 名（独 立董事张永良先生以通讯表决方式出席会议）。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
20,G3-E064,吉利汽车,00175,新能源汽车,港股,2025-02-14T16:36:12+08:00,精确,完成须予披露及关连交易(1)极氪收购领克销售股份；及(2)极氪认购领克新增资本,http://static.cninfo.com.cn/finalpage/2025-02-14/1222544267.PDF,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,公司披露完成须予披露及关连交易(1)极氪收购领克销售股份；及(2)极氪认购领克新增资本，核心事实为：會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 完成須予披露及關連交易 (1)極氪收購領克銷售股份；及 (2)極氪認購領克新增資本 茲提述吉利汽車控股有限公司 （ 「本公司」 ） 日期為二…,产能/资本开支,H3-产能与扩张,支持,高,直接,第1页：會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。 GEELY AUTO MOBILE HOL DINGS LIMI TED 175 80175 完成須予披露及關連交易 (1)極氪收購領克銷售股份；及 (2)極氪認購領克新增資本 茲提述吉利汽車控股有限公司 （ 「本公司」 ） 日期為二零二四年十一月十四日之公佈 （ 「該公 佈」 ） 及日期為二零二四年十二月二十日之通函 （ 「該通函」 ） ，內容有關須予披露及關連交 易 （即領克收購事項及領克注資事項） 。除文義另有所指外，本公佈所用詞彙與該公佈及 該通函所界定者具有相同涵義。 本公司董事會 （ 「董事會」…,该事实直接观察到相关指标或里程碑，提高“品牌与平台整合按计划推进，不出现大额整合损失”的可信度。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事实直接观察到相关指标或里程碑，提高“品牌与平台整合按计划推进，不出现大额整合损失”的可信度。,该事实提高H3-产能与扩张的可信度；判断基于公告直接披露的业务指标、阶段进展或风险信息。
15,G3-E065,吉利汽车,00175,新能源汽车,港股,2024-07-19T16:42:18+08:00,精确,补充公布授出认股权,http://static.cninfo.com.cn/finalpage/2024-07-19/1220688951.PDF,新能源转型见效，销量与出口双增长支撑收入，平台整合与毛利率改善是核心观察点。港股披露频率低于 A 股,新能源车型销量放量带动整体销量增长，出口贡献增量,平台化与规模效应改善毛利率，新能源转型不持续拖累盈利,品牌与平台整合按计划推进，不出现大额整合损失,公告披露补充公布授出认股权相关的治理、证券或程序性事项，未形成新的核心经营结果。,治理/其他,无关,无关,不适用,不适用,第1页：香港交易及結算所有限公司及香港聯合交易所有限公司對本公佈之內容概不負責，對其 準確性或完整性亦不發表任何聲明，並表明不會就因本公佈全部或任何部份內容而產生 或因倚賴該等內容而引致之任何損失承擔任何責任。,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,5,无,A+B-consensus,20260826T141039+08:00,consensus,independent-A/B-exact-agreement,consensus-gold-v3-20260826,A,B-CODEX-FIN-01,5,5,该事项未新增销量、收入、毛利率、研发里程碑、产能或重大减值等核心指标，不改变三条投资假设。,公告未提供会改变需求出货、盈利质量或产能扩张判断的新增经营事实，故不进入核心证据链。
